facility_id,facility_name,state,condition,discharges,err,predicted_rate,expected_rate,readmissions,worse_than_expected
490013,SENTARA HALIFAX REGIONAL HOSPITAL,VA,Heart Failure (HF),292,0.9451,17.81,18.8436,48,0
490013,SENTARA HALIFAX REGIONAL HOSPITAL,VA,COPD,159,1.0072,17.2833,17.1606,28,1
490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,Pneumonia (PN),219,0.972,15.944,16.4033,33,0
490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,Heart Failure (HF),381,1.0762,22.1823,20.6123,90,1
490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,COPD,65,1.0515,18.9061,17.9798,16,1
490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,Bypass Surgery (CABG),,1.0759,12.0758,11.2235,,1
490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,Heart Attack (AMI),128,1.0232,15.4631,15.1123,21,1
490018,AUGUSTA HEALTH,VA,Pneumonia (PN),392,0.7967,10.8238,13.5865,28,0
490018,AUGUSTA HEALTH,VA,Hip/Knee Replacement,,0.6516,2.8858,4.4287,,0
490018,AUGUSTA HEALTH,VA,Heart Failure (HF),603,0.9339,16.7145,17.8978,96,0
490018,AUGUSTA HEALTH,VA,COPD,187,0.8736,13.0289,14.9135,15,0
490018,AUGUSTA HEALTH,VA,Heart Attack (AMI),247,0.857,10.3511,12.0788,18,0
490019,UVA HEALTH CULPEPER MEDICAL CENTER,VA,Pneumonia (PN),295,1.0662,15.516,14.552,50,1
490019,UVA HEALTH CULPEPER MEDICAL CENTER,VA,Heart Failure (HF),243,0.9997,18.5281,18.5342,45,0
490019,UVA HEALTH CULPEPER MEDICAL CENTER,VA,COPD,99,1.0134,16.2117,15.9975,17,1
490020,JOHN RANDOLPH MEDICAL CENTER,VA,Pneumonia (PN),196,0.9649,14.4766,15.0032,26,0
490020,JOHN RANDOLPH MEDICAL CENTER,VA,Heart Failure (HF),195,1.0391,19.6034,18.8652,41,1
490020,JOHN RANDOLPH MEDICAL CENTER,VA,COPD,66,1.0264,16.7849,16.3536,13,1
490020,JOHN RANDOLPH MEDICAL CENTER,VA,Heart Attack (AMI),,0.9831,12.813,13.0337,,0
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,Pneumonia (PN),681,0.9284,14.2273,15.3251,92,0
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,Hip/Knee Replacement,,1.0277,6.2876,6.1183,,1
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,Heart Failure (HF),1132,0.8509,16.5553,19.4568,176,0
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,COPD,235,0.9778,17.2935,17.6863,39,0
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,Bypass Surgery (CABG),147,1.0268,9.7474,9.4926,15,1
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,Heart Attack (AMI),622,0.8758,11.5193,13.1534,65,0
490022,MARY WASHINGTON HOSPITAL,VA,Pneumonia (PN),1178,1.238,20.0552,16.1994,251,1
490022,MARY WASHINGTON HOSPITAL,VA,Hip/Knee Replacement,,0.8201,4.7966,5.849,,0
490022,MARY WASHINGTON HOSPITAL,VA,Heart Failure (HF),1076,1.079,21.7824,20.1869,240,1
490022,MARY WASHINGTON HOSPITAL,VA,COPD,327,1.133,19.7851,17.4624,74,1
490022,MARY WASHINGTON HOSPITAL,VA,Bypass Surgery (CABG),118,1.0197,10.5896,10.3848,13,1
490022,MARY WASHINGTON HOSPITAL,VA,Heart Attack (AMI),367,1.1192,14.5198,12.9738,59,1
490023,FAUQUIER HOSPITAL,VA,Pneumonia (PN),192,0.98,13.1775,13.4462,24,0
490023,FAUQUIER HOSPITAL,VA,Hip/Knee Replacement,,1.0116,4.9465,4.8899,,1
490023,FAUQUIER HOSPITAL,VA,Heart Failure (HF),173,1.0867,19.6603,18.091,40,1
490023,FAUQUIER HOSPITAL,VA,COPD,87,0.9631,15.7796,16.3848,11,0
490023,FAUQUIER HOSPITAL,VA,Heart Attack (AMI),,0.9806,12.0337,12.2722,,0
490024,CARILION MEDICAL CENTER,VA,Pneumonia (PN),742,0.8337,13.2021,15.8362,86,0
490024,CARILION MEDICAL CENTER,VA,Hip/Knee Replacement,,1.0418,7.6468,7.3402,,1
490024,CARILION MEDICAL CENTER,VA,Heart Failure (HF),1040,0.9372,18.5262,19.7677,188,0
490024,CARILION MEDICAL CENTER,VA,COPD,210,0.9576,19.1823,20.0323,37,0
490024,CARILION MEDICAL CENTER,VA,Bypass Surgery (CABG),193,0.9108,9.5309,10.4647,16,0
490024,CARILION MEDICAL CENTER,VA,Heart Attack (AMI),527,0.9719,12.4154,12.775,64,0
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,Pneumonia (PN),311,1.0536,19.0941,18.1231,63,1
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,Hip/Knee Replacement,,0.7994,4.0431,5.0578,,0
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,Heart Failure (HF),555,0.9399,20.6481,21.9695,110,0
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,COPD,76,0.9758,16.8263,17.2434,11,0
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,Bypass Surgery (CABG),112,1.0572,12.083,11.4294,15,1
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,Heart Attack (AMI),157,0.9803,13.3826,13.6509,20,0
490033,WARREN MEMORIAL HOSPITAL,VA,Pneumonia (PN),177,0.9998,13.5672,13.5702,24,0
490033,WARREN MEMORIAL HOSPITAL,VA,Heart Failure (HF),182,1.031,19.668,19.0758,38,1
490033,WARREN MEMORIAL HOSPITAL,VA,COPD,,0.9448,17.2805,18.2902,,0
490033,WARREN MEMORIAL HOSPITAL,VA,Heart Attack (AMI),,1.002,12.8952,12.8698,,1
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,Pneumonia (PN),155,1.0152,14.2041,13.9908,23,1
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,Heart Failure (HF),137,1.0011,18.9185,18.8971,26,1
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,COPD,,0.9755,17.0632,17.4921,,0
490038,SMYTH COUNTY COMMUNITY HOSPITAL,VA,Pneumonia (PN),112,0.9766,13.8811,14.2138,14,0
490038,SMYTH COUNTY COMMUNITY HOSPITAL,VA,Heart Failure (HF),,0.9769,17.8078,18.2296,,0
490038,SMYTH COUNTY COMMUNITY HOSPITAL,VA,COPD,,0.9924,14.9614,15.0762,,0
490040,INOVA ALEXANDRIA HOSPITAL,VA,Pneumonia (PN),482,0.966,15.4193,15.9627,72,0
490040,INOVA ALEXANDRIA HOSPITAL,VA,Hip/Knee Replacement,,0.8824,4.6852,5.3093,,0
490040,INOVA ALEXANDRIA HOSPITAL,VA,Heart Failure (HF),549,0.9283,17.9093,19.2924,93,0
490040,INOVA ALEXANDRIA HOSPITAL,VA,COPD,160,0.9288,17.1899,18.5069,22,0
490040,INOVA ALEXANDRIA HOSPITAL,VA,Heart Attack (AMI),178,0.9404,13.0198,13.8457,20,0
490041,MARY IMMACULATE HOSPITAL,VA,Pneumonia (PN),143,1.0812,15.302,14.1532,27,1
490041,MARY IMMACULATE HOSPITAL,VA,Hip/Knee Replacement,116,1.1825,7.7785,6.5778,11,1
490041,MARY IMMACULATE HOSPITAL,VA,Heart Failure (HF),177,0.9564,17.0311,17.8075,27,0
490041,MARY IMMACULATE HOSPITAL,VA,COPD,,0.9589,13.5869,14.1689,,0
490041,MARY IMMACULATE HOSPITAL,VA,Heart Attack (AMI),,1.0148,14.9047,14.6875,,1
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,Pneumonia (PN),292,1.0055,17.3376,17.2431,51,1
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,Heart Failure (HF),457,0.9735,19.6841,20.2196,88,0
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,COPD,93,0.9672,19.9493,20.6258,16,0
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,Heart Attack (AMI),99,0.994,13.4419,13.5229,13,0
490043,INOVA LOUDOUN HOSPITAL,VA,Pneumonia (PN),931,0.8976,14.0844,15.6911,124,0
490043,INOVA LOUDOUN HOSPITAL,VA,Hip/Knee Replacement,,0.9845,4.7158,4.7899,,0
490043,INOVA LOUDOUN HOSPITAL,VA,Heart Failure (HF),896,0.8732,16.8073,19.2483,141,0
490043,INOVA LOUDOUN HOSPITAL,VA,COPD,139,0.9238,16.3693,17.719,17,0
490043,INOVA LOUDOUN HOSPITAL,VA,Heart Attack (AMI),196,0.9639,12.683,13.1582,23,0
490044,SENTARA OBICI HOSPITAL,VA,Pneumonia (PN),473,0.9553,15.0169,15.7196,68,0
490044,SENTARA OBICI HOSPITAL,VA,Hip/Knee Replacement,,1.04,7.2575,6.9786,,1
490044,SENTARA OBICI HOSPITAL,VA,Heart Failure (HF),745,1.0269,19.6091,19.0964,148,1
490044,SENTARA OBICI HOSPITAL,VA,COPD,125,0.9181,17.0168,18.5347,15,0
490044,SENTARA OBICI HOSPITAL,VA,Heart Attack (AMI),118,0.9828,14.3218,14.5725,16,0
490045,NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,Pneumonia (PN),234,1.0874,15.5908,14.3379,42,1
490045,NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,Heart Failure (HF),374,0.9793,18.3153,18.7019,67,0
490045,NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,COPD,86,1.0028,16.044,15.9987,14,1
490045,NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,Heart Attack (AMI),143,0.9757,12.0506,12.3502,16,0
490046,SENTARA LEIGH HOSPITAL,VA,Pneumonia (PN),660,1.0837,17.8043,16.4287,123,1
490046,SENTARA LEIGH HOSPITAL,VA,Hip/Knee Replacement,,1.2938,8.9838,6.9436,,1
490046,SENTARA LEIGH HOSPITAL,VA,Heart Failure (HF),958,0.9968,20.1708,20.2363,193,0
490046,SENTARA LEIGH HOSPITAL,VA,COPD,239,1.0885,20.3514,18.6965,55,1
490046,SENTARA LEIGH HOSPITAL,VA,Heart Attack (AMI),179,1.0127,13.6084,13.4379,25,1
490048,LEWISGALE MEDICAL CENTER,VA,Pneumonia (PN),546,1.0131,15.044,14.8501,83,1
490048,LEWISGALE MEDICAL CENTER,VA,Hip/Knee Replacement,,1.0973,5.8026,5.2882,,1
490048,LEWISGALE MEDICAL CENTER,VA,Heart Failure (HF),533,1.1404,21.6453,18.98,125,1
490048,LEWISGALE MEDICAL CENTER,VA,COPD,152,1.0309,17.5973,17.0691,29,1
490048,LEWISGALE MEDICAL CENTER,VA,Bypass Surgery (CABG),89,1.1148,11.438,10.2598,13,1
490048,LEWISGALE MEDICAL CENTER,VA,Heart Attack (AMI),369,1.092,13.965,12.7882,56,1
490050,VIRGINIA HOSPITAL CENTER,VA,Pneumonia (PN),420,0.9851,14.7611,14.9843,61,0
490050,VIRGINIA HOSPITAL CENTER,VA,Hip/Knee Replacement,,1.1041,5.7972,5.2504,,1
490050,VIRGINIA HOSPITAL CENTER,VA,Heart Failure (HF),524,0.9405,17.8182,18.9447,89,0
490050,VIRGINIA HOSPITAL CENTER,VA,COPD,84,0.9638,16.281,16.8927,11,0
490050,VIRGINIA HOSPITAL CENTER,VA,Bypass Surgery (CABG),86,1.1233,10.4959,9.3437,12,1
490050,VIRGINIA HOSPITAL CENTER,VA,Heart Attack (AMI),117,1.0233,12.6742,12.3861,16,1
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,Pneumonia (PN),570,0.9882,15.4021,15.5863,87,0
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,Heart Failure (HF),768,0.9378,18.7023,19.9419,139,0
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,COPD,195,1.047,19.2811,18.4151,41,1
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,Bypass Surgery (CABG),,0.98,9.4543,9.6469,,0
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,Heart Attack (AMI),354,0.8987,10.8144,12.0331,33,0
490053,JOHNSTON MEMORIAL HOSPITAL,VA,Pneumonia (PN),375,0.9567,15.7266,16.4385,56,0
490053,JOHNSTON MEMORIAL HOSPITAL,VA,Heart Failure (HF),177,0.9422,18.82,19.9745,29,0
490053,JOHNSTON MEMORIAL HOSPITAL,VA,COPD,,0.9972,18.9042,18.9575,,0
490053,JOHNSTON MEMORIAL HOSPITAL,VA,Heart Attack (AMI),128,1.0685,13.7764,12.8928,21,1
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,Pneumonia (PN),697,0.9987,16.0815,16.1026,112,0
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,Hip/Knee Replacement,,1.1618,9.1551,7.8798,,1
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,Heart Failure (HF),1007,1.0519,20.8822,19.8513,214,1
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,COPD,214,0.915,17.0845,18.6708,30,0
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,Bypass Surgery (CABG),,1.0441,9.8674,9.4508,,1
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,Heart Attack (AMI),350,0.8892,11.3951,12.8153,34,0
490059,BON SECOURS ST MARYS HOSPITAL,VA,Pneumonia (PN),546,0.9191,13.6505,14.8525,69,0
490059,BON SECOURS ST MARYS HOSPITAL,VA,Hip/Knee Replacement,263,0.9777,5.4218,5.5456,14,0
490059,BON SECOURS ST MARYS HOSPITAL,VA,Heart Failure (HF),750,0.994,18.8573,18.9706,141,0
490059,BON SECOURS ST MARYS HOSPITAL,VA,COPD,170,0.9473,17.653,18.6341,26,0
490059,BON SECOURS ST MARYS HOSPITAL,VA,Bypass Surgery (CABG),,0.8497,9.7044,11.4212,,0
490059,BON SECOURS ST MARYS HOSPITAL,VA,Heart Attack (AMI),227,0.9474,12.2055,12.8835,25,0
490060,CLINCH VALLEY MEDICAL CENTER,VA,Pneumonia (PN),176,0.9624,15.6555,16.2664,25,0
490060,CLINCH VALLEY MEDICAL CENTER,VA,Heart Failure (HF),130,1.0141,19.9854,19.7073,27,1
490060,CLINCH VALLEY MEDICAL CENTER,VA,COPD,52,1.0166,18.8111,18.5045,11,1
490060,CLINCH VALLEY MEDICAL CENTER,VA,Heart Attack (AMI),,0.9843,13.0666,13.2749,,0
490063,INOVA FAIRFAX HOSPITAL,VA,Pneumonia (PN),1128,1.0514,16.6346,15.8213,191,1
490063,INOVA FAIRFAX HOSPITAL,VA,Hip/Knee Replacement,,1.0361,5.881,5.6758,,1
490063,INOVA FAIRFAX HOSPITAL,VA,Heart Failure (HF),1615,0.9418,18.7193,19.8756,298,0
490063,INOVA FAIRFAX HOSPITAL,VA,COPD,232,0.8871,15.827,17.841,28,0
490063,INOVA FAIRFAX HOSPITAL,VA,Bypass Surgery (CABG),360,0.908,9.0162,9.9295,30,0
490063,INOVA FAIRFAX HOSPITAL,VA,Heart Attack (AMI),556,0.9098,11.8216,12.9934,61,0
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,Pneumonia (PN),372,1.0178,15.8117,15.535,60,1
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,Hip/Knee Replacement,,1.117,6.5272,5.8436,,1
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,Heart Failure (HF),454,0.8653,16.1119,18.62,63,0
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,COPD,98,1.0162,18.1822,17.8918,19,1
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,Heart Attack (AMI),163,1.0197,12.8943,12.6458,22,1
490067,BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,Pneumonia (PN),463,1.1279,18.3186,16.2417,93,1
490067,BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,Heart Failure (HF),571,1.1022,21.69,19.6783,131,1
490067,BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,COPD,174,0.9783,18.1821,18.5847,30,0
490067,BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,Heart Attack (AMI),234,0.9944,14.2261,14.3062,33,0
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,Pneumonia (PN),506,0.9585,14.7859,15.4267,72,0
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,Hip/Knee Replacement,243,0.907,4.9858,5.4967,11,0
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,Heart Failure (HF),814,1.0321,19.8671,19.2496,164,1
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,COPD,199,1.0111,17.6836,17.4888,36,1
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,Bypass Surgery (CABG),,0.9108,10.0974,11.0861,,0
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,Heart Attack (AMI),362,0.9836,13.2157,13.4365,47,0
490075,SOVAH HEALTH DANVILLE,VA,Pneumonia (PN),581,0.89,14.063,15.8003,74,0
490075,SOVAH HEALTH DANVILLE,VA,Hip/Knee Replacement,,1.0296,5.3806,5.2259,,1
490075,SOVAH HEALTH DANVILLE,VA,Heart Failure (HF),388,1.1005,21.3801,19.4277,90,1
490075,SOVAH HEALTH DANVILLE,VA,COPD,194,0.8999,15.7563,17.5087,23,0
490075,SOVAH HEALTH DANVILLE,VA,Heart Attack (AMI),102,1.0521,13.1749,12.522,16,1
490077,SENTARA MARTHA JEFFERSON HOSPITAL,VA,Pneumonia (PN),437,0.9207,13.5937,14.7646,54,0
490077,SENTARA MARTHA JEFFERSON HOSPITAL,VA,Hip/Knee Replacement,,0.8834,5.7659,6.5266,,0
490077,SENTARA MARTHA JEFFERSON HOSPITAL,VA,Heart Failure (HF),540,0.8968,16.6108,18.522,82,0
490077,SENTARA MARTHA JEFFERSON HOSPITAL,VA,COPD,83,1.0008,16.7944,16.7802,14,1
490077,SENTARA MARTHA JEFFERSON HOSPITAL,VA,Heart Attack (AMI),255,0.9721,11.1323,11.4514,27,0
490084,VCU HEALTH TAPPAHANNOCK HOSPITAL,VA,Pneumonia (PN),149,0.967,14.235,14.7213,19,0
490084,VCU HEALTH TAPPAHANNOCK HOSPITAL,VA,Heart Failure (HF),149,1.046,19.3126,18.4641,32,1
490084,VCU HEALTH TAPPAHANNOCK HOSPITAL,VA,COPD,,0.9896,16.5008,16.6747,,0
490088,CENTRA BEDFORD MEMORIAL HOSPITAL,VA,Pneumonia (PN),143,1.0138,14.061,13.8694,21,1
490088,CENTRA BEDFORD MEMORIAL HOSPITAL,VA,Heart Failure (HF),132,0.9964,17.618,17.6823,23,0
490088,CENTRA BEDFORD MEMORIAL HOSPITAL,VA,COPD,,0.9671,16.018,16.5638,,0
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,Pneumonia (PN),202,0.9712,13.3104,13.7057,25,0
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,Heart Failure (HF),132,0.921,16.4885,17.9034,16,0
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,COPD,,0.9155,15.2405,16.6478,,0
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,Pneumonia (PN),234,0.9731,14.8743,15.2853,33,0
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,Heart Failure (HF),174,0.9052,17.8997,19.7739,24,0
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,COPD,85,0.9563,16.7816,17.5483,11,0
490092,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,Pneumonia (PN),80,1.0919,16.3873,15.0076,19,1
490092,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,Heart Failure (HF),120,1.0406,19.2749,18.5228,26,1
490093,SENTARA CAREPLEX HOSPITAL,VA,Pneumonia (PN),349,1.0012,16.8825,16.8626,59,1
490093,SENTARA CAREPLEX HOSPITAL,VA,Heart Failure (HF),452,1.0767,21.3627,19.8409,102,1
490093,SENTARA CAREPLEX HOSPITAL,VA,COPD,76,0.9967,18.7525,18.8156,14,0
490093,SENTARA CAREPLEX HOSPITAL,VA,Heart Attack (AMI),120,0.9832,14.9067,15.1616,17,0
490097,BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,VA,Pneumonia (PN),,0.969,13.3614,13.7882,,0
490097,BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,VA,Heart Failure (HF),,1.0141,17.5336,17.2895,,1
490098,COMMUNITY MEMORIAL HOSPITAL,VA,Pneumonia (PN),185,0.9932,15.3798,15.4849,28,0
490098,COMMUNITY MEMORIAL HOSPITAL,VA,Heart Failure (HF),203,1.002,19.634,19.5953,40,1
490098,COMMUNITY MEMORIAL HOSPITAL,VA,COPD,,0.9501,17.3707,18.2837,,0
490101,INOVA FAIR OAKS HOSPITAL,VA,Pneumonia (PN),421,1.0912,15.9639,14.6298,73,1
490101,INOVA FAIR OAKS HOSPITAL,VA,Hip/Knee Replacement,,1.07,6.424,6.0038,,1
490101,INOVA FAIR OAKS HOSPITAL,VA,Heart Failure (HF),416,0.8433,15.85,18.7946,54,0
490101,INOVA FAIR OAKS HOSPITAL,VA,COPD,,0.9723,16.2076,16.6701,,0
490107,RESTON HOSPITAL CENTER,VA,Pneumonia (PN),380,1.0213,14.8977,14.5873,58,1
490107,RESTON HOSPITAL CENTER,VA,Hip/Knee Replacement,203,0.9862,5.9906,6.0747,12,0
490107,RESTON HOSPITAL CENTER,VA,Heart Failure (HF),333,1.0257,18.9749,18.4999,65,1
490107,RESTON HOSPITAL CENTER,VA,COPD,,1.0053,16.9483,16.8586,,1
490107,RESTON HOSPITAL CENTER,VA,Heart Attack (AMI),98,1.0393,12.3333,11.8671,14,1
490110,LEWISGALE HOSPITAL MONTGOMERY,VA,Pneumonia (PN),251,1.0265,16.0383,15.625,42,1
490110,LEWISGALE HOSPITAL MONTGOMERY,VA,Hip/Knee Replacement,,1.2387,6.4766,5.2287,,1
490110,LEWISGALE HOSPITAL MONTGOMERY,VA,Heart Failure (HF),169,1.0806,21.4893,19.8871,42,1
490110,LEWISGALE HOSPITAL MONTGOMERY,VA,COPD,67,1.035,18.5475,17.9198,15,1
490110,LEWISGALE HOSPITAL MONTGOMERY,VA,Heart Attack (AMI),204,0.8761,11.5918,13.2306,17,0
490111,WYTHE COUNTY COMMUNITY HOSPITAL,VA,Pneumonia (PN),126,0.9611,14.7764,15.3739,16,0
490111,WYTHE COUNTY COMMUNITY HOSPITAL,VA,Heart Failure (HF),101,0.9517,18.3517,19.2834,15,0
490111,WYTHE COUNTY COMMUNITY HOSPITAL,VA,COPD,,0.9606,18.1164,18.8591,,0
490112,CJW MEDICAL CENTER,VA,Pneumonia (PN),851,0.9601,14.8878,15.506,124,0
490112,CJW MEDICAL CENTER,VA,Hip/Knee Replacement,824,0.9413,3.9661,4.2133,32,0
490112,CJW MEDICAL CENTER,VA,Heart Failure (HF),1072,1.0246,19.333,18.8687,209,1
490112,CJW MEDICAL CENTER,VA,COPD,234,1.0144,17.5015,17.2539,42,1
490112,CJW MEDICAL CENTER,VA,Bypass Surgery (CABG),228,0.8665,10.8506,12.5222,21,0
490112,CJW MEDICAL CENTER,VA,Heart Attack (AMI),441,1.0522,14.3754,13.6624,66,1
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,Pneumonia (PN),443,1.0594,16.9502,16.0002,79,1
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,Heart Failure (HF),506,1.0877,21.6883,19.9397,116,1
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,COPD,136,1.0426,20.4659,19.6298,31,1
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,Heart Attack (AMI),95,1.033,14.0282,13.5798,15,1
490114,LONESOME PINE HOSPITAL,VA,Pneumonia (PN),203,1.0454,17.7296,16.96,39,1
490114,LONESOME PINE HOSPITAL,VA,Heart Failure (HF),,0.9202,18.9942,20.6418,,0
490114,LONESOME PINE HOSPITAL,VA,COPD,53,1.0015,20.5446,20.5147,11,1
490115,TWIN COUNTY REGIONAL HOSPITAL,VA,Pneumonia (PN),154,1.0347,16.6885,16.129,28,1
490115,TWIN COUNTY REGIONAL HOSPITAL,VA,Heart Failure (HF),107,1.0363,21.8107,21.0475,26,1
490115,TWIN COUNTY REGIONAL HOSPITAL,VA,COPD,,0.9748,19.9356,20.45,,0
490116,LEWISGALE HOSPITAL PULASKI,VA,Pneumonia (PN),100,0.987,14.8593,15.0543,14,0
490116,LEWISGALE HOSPITAL PULASKI,VA,Heart Failure (HF),92,1.0015,19.4446,19.4148,18,1
490116,LEWISGALE HOSPITAL PULASKI,VA,COPD,,1.0321,15.0698,14.6015,,1
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,VA,Pneumonia (PN),,1.0231,14.9943,14.6555,,1
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,VA,COPD,,0.9819,16.5774,16.8821,,0
490118,HENRICO DOCTORS' HOSPITAL,VA,Pneumonia (PN),558,1.0494,15.7348,14.9941,91,1
490118,HENRICO DOCTORS' HOSPITAL,VA,Hip/Knee Replacement,164,1.2189,5.9299,4.8649,12,1
490118,HENRICO DOCTORS' HOSPITAL,VA,Heart Failure (HF),686,1.0119,18.099,17.8853,125,1
490118,HENRICO DOCTORS' HOSPITAL,VA,COPD,157,1.0392,17.936,17.2597,31,1
490118,HENRICO DOCTORS' HOSPITAL,VA,Bypass Surgery (CABG),127,1.042,11.75,11.2768,16,1
490118,HENRICO DOCTORS' HOSPITAL,VA,Heart Attack (AMI),305,1.0599,13.4619,12.7012,44,1
490119,SENTARA PRINCESS ANNE HOSPITAL,VA,Pneumonia (PN),578,0.9459,15.7004,16.598,87,0
490119,SENTARA PRINCESS ANNE HOSPITAL,VA,Hip/Knee Replacement,,1.0739,6.4032,5.9624,,1
490119,SENTARA PRINCESS ANNE HOSPITAL,VA,Heart Failure (HF),834,1.0454,21.0709,20.1555,179,1
490119,SENTARA PRINCESS ANNE HOSPITAL,VA,COPD,202,1.0863,19.7135,18.148,46,1
490119,SENTARA PRINCESS ANNE HOSPITAL,VA,Heart Attack (AMI),,0.9685,13.0766,13.5013,,0
490120,CHESAPEAKE GENERAL HOSPITAL,VA,Pneumonia (PN),604,0.9858,15.7213,15.9478,94,0
490120,CHESAPEAKE GENERAL HOSPITAL,VA,Hip/Knee Replacement,,0.9222,5.4928,5.9564,,0
490120,CHESAPEAKE GENERAL HOSPITAL,VA,Heart Failure (HF),814,0.9934,19.7152,19.8464,160,0
490120,CHESAPEAKE GENERAL HOSPITAL,VA,COPD,283,1.0167,18.9953,18.6829,55,1
490120,CHESAPEAKE GENERAL HOSPITAL,VA,Heart Attack (AMI),240,0.9943,13.8719,13.9513,33,0
490122,INOVA MOUNT VERNON HOSPITAL,VA,Pneumonia (PN),263,1.1056,16.4582,14.8862,50,1
490122,INOVA MOUNT VERNON HOSPITAL,VA,Hip/Knee Replacement,279,0.9023,5.0821,5.6322,13,0
490122,INOVA MOUNT VERNON HOSPITAL,VA,Heart Failure (HF),214,0.9366,18.0787,19.3024,34,0
490122,INOVA MOUNT VERNON HOSPITAL,VA,COPD,88,1.0266,19.314,18.8143,19,1
490126,LEWISGALE HOSPITAL ALLEGHANY,VA,Pneumonia (PN),124,0.9209,14.9019,16.1814,13,0
